ERROR,STD_SMILES
O=CN=CNCCOCC6))))))SC5=Cccccs5,CC=NC=O)CC)S5
COcccc[nH]cO)cC=cccccc6)N=NC=5C=CccccNCCNC)CC6))))))nc6)))))))))))))))))c5c9,CCC=cccc=CccO)[nH]ccccOC))cc96))))))))))cc6N=N9
CCC=O)NcccC)cC)cc6C=CSCC=O)OC)))=CC=O)OC)))S5)))))C=S)C%10C)C,CC=O)C=CCC)=O))SCC)S5
COcccC=CC=O)NCCncC)ccccccc69)))))))))))))))ccOC))c6OC,Ccccccccc6n9C
CccccOCCOcccccBr)c6))))))))))c[N+]=O)[O-]))n6,CCCOccccC)nc6[N+]=O)[O-]
CNcccC)ncNccccOC))c-c[nH]ccnccc6c9C))))))))))c6)))))))n6,COccccC)cc6C
COcccccOC))c6OCCNCCCOcccccc6O%10.Cl,COcccccOC))c6C
O=CNCCCCC5NcncccCl)ccc6s9))))))))))))))))cccccc6-nnccn5,CC=O)cccccc6C
O=CNCCNCccccOcccccc6)))))))cc6)))))))CC6))))))ncccn5,CCccccC)cc6
O=CC=Ccccccc6)CNS=O)=O)ccccs5))))))C5))))))))))NO,CCcccccc6)CNC)C5
C=CC=O)NcccccNC=O)NC)CccncNccccNCCNC)CC6))))))cc6C))))))))nc6%10))))))))))c6,Ccncccn6)NC)C=O)NC)C6
CCC)C=O)NCCCcccCCNCCNcnscccccc96)))))))))CC6))))))))ccc69,CCCcccccc6)CCC5NC
COccccccccCCNCC)=O)))))c6c%10.Cl,CNCCccccccccOC))cc%106
CCCCCnccC=O)NCC=O)OC)))CC)C)))))cccccc69,CC=O)ccnC)cccccc96
COCCOC=O)Occcc[N+]=O)[O-]))cc6)))))))))CCCCO3))C6CC)OC3CC=CC)C,CCCCOC3C)CCOC))CC)CCC6CO3
Ccnn-cccccc6))))))cc5Ccccccc6F)))))))CC#N))=CN)O6,CcnnC)cc5Ccccccc6F)))))))CC#N))=CN)O6
CNCC)C=O)NCC=O)NCCCC5cnc-cccncccccc%106))))))))))cs5)))))))))))CCCCCC6,CNCCC)=O))CCCCCC6
CCCNC=O)ccccccccc6c%10)))))))))))CCCNCC6,CC=O)ccccccccc6c%10
CCC)cccNCCCN)C5)))))ncN)n6.Cl.Cl,CcccCC)C))ncN)n6
[H]C[H])[H])NCCcccccOC))c6C%10COC=O)cc5cccOC))c6OC))))))))))))))OCO5,COcccccc6OC)))C=O)OC5Ccccccc6OC)))OCO5))))))CCN6C
CC=CCOCCCOC=O)C=CC=CC=CC=O)O))))))))))CC)C7C)CC%11)))C5CO3,CC=CCOCCCC)CC)C7C)CC%11)))C5CO3
C=CC=O)Nccccc-ccccCN)=O))c[nH]cC)cC)c95)))))))))c6C,Cc[nH]ccCN)=O))cccC)c6c9C
CccCCCO)CCO)CC=O)[O-]))))))))c-ccccF)cc6))))))cn5CC)C,CccccF)cc6
CCC=CCCO)C=CC=CCC=CC=CCO)CCCCCC=O)O,CCC=CCCO)C=CCC
CCncSCcccccc6))))))))nnc5-ccccs5,CCncC)nnc5SCcccccc6
O=CNccnccccNCCCC5cccF)ccc6F))))))))))))nn96))))))))))NCCCO)C5,CNCCCC5cccF)ccc6F
COccccncNC=O)Ccccccc6OC)))))))))))sc5c9,COcccccc6CCC)=O
CCCC)COccccCCO))NC=O)CCC3ccccs5)))))))))))cc6,CC=O)CCC3ccccs5
NC=NC=O)C=Cccccncccc6c%10)))))))))))S5,CCSCN)=NC5=O
O=ccc-cccsc5)))))ocNCCOCC6))))))c6,CNCCOCC6
CCCnc=O)ccncccOC))ccn69)))))))nCCNC=O)ccccS=O)=O)F))cc6))))))))))c6=O,CC=O)ccccS=O)=O)F))cc6
O=CO)COcccccc6)CCNCCO)cccccCl)c6)))))))))CC6,Ccccccc6)CCC)CC6
CcccC)cS=O)=O)NCCCC5=O)))))))cC)c6,CcccC)cSC)=O)=O))cC)c6
COcccccccOC))cC=CNCC)=O)))))c6c%10,CCccOC))ccccccOC))cc%106
CCCCCCO)CC=CC=O)CCO)C5CC=CCCCC=O)O,CCCCCO)CC=O)C5C
O=Ccccccc6)ncn5-cccccCl)c6))))))))))))))NCCCCC6,CC=O)cccccc6)ncn5C
CCCCCCCCCCccccO)cOC))c6))))))))OCC)=O)))))OCC)=O,CCCCCCC)CCCCccccO)cOC))c6))))))))OC
COcccccO)c6CNCCCCCCNCccccF)cc6)))))))C6)))))C5,CCccccF)cc6
COCCOccnccnnc-ccccC#N))cc6))))))n95)))))))))))ccccF)cF)c6,CCCOC))ccccF)cF)c6
O=CNCccccOCF)F)F)))cc6))))))))CcccccF)c6C=O)N9CCcccccn6,CC=O)CcccccF)c6C=O)N9C
CCC)C)CNC=O)ccnCCCCCCC6)))))))cccccc96)))))))))))C=O)O,CC=O)ccnC)cccccc96
C=CC=O)NcccccNcccNCCCCC6CCO)))))))))nccCC))cnn95))))))))))c6,CNcccccC)c6
CCOccccncSCCNCCOCC6)))))))))[nH]c5c9.Cl,CCCScnccccOCC)))cc6[nH]9
CCCNCCN6cnccnc6OCCOccccnc6,CCCOccccnc6
CCCNCCNcccccc6CCCC6NC)C=O)OCcccccc6))))))))))))))))))))CC6,Ccccccc6CCCC6NC)C
Cl.Cl.FccccCNCCCNccccCF)F)F))nn6)))))))CC6)))))))cc6F,CCccccF)cF)c6
Cnc-ccccC#N))nc6))))))cCCCCCC6))))))ccccC=O)NS=O)=O)CCC3))))))cc69,CC=O)cccccCCCCCC6))))))cC)nC)c5c9
[H]C[H])[H])Ccccnnc-cccF)ccc6F)))))))n5nc9OCcncnn5C)))))))))))))))))C[H])[H])[H]))C[H])[H])[H],CcccF)ccc6F
CCOcccccc6NCC)C=O)NcccCF)F)F))ccc6NCCOCC6,CNcccCF)F)F))ccc6C
BrccccNcncncnc[nH]c95))))))))))cc6,CccccBr)cc6
CCC)C)OC=O)NCCcccccc6)))))))C=O)NCCCcccccc6NCCF)F)F)))C%11=O,CNCCCcccccc6NC)C%11=O
CS=O)=O)ccc-cccccc6))))))ccS=O)ccncCN))s5))))))c6,CcccS=O)ccncCN))s5))))))ccSC)=O)=O))c6
Cnnccc5-cccOCF)F)F)))ccc6OccccS=O)=O)Ncncns5)))))))cc6C#N,CccccSC)=O)=O))cc6C#N
CCNCCNcccC)cccNC=O)cccccc6OC))))))))))ccc6n%10))))))))))CC6,CNccccncC)ccC)c6c%10
C=CCNccccC)cc6))))))cnc=O)ccccnc6s%10,Ccnc=O)ccccnc6s%10
O=CNCCcccccc6)))))))))Ncccc[nH]ncc5c9,CNCCcccccc6
CCC=CC=CC)C=O)CCC6C)C)))))))))=CC=CCC)=CC=O)O,CC=CC=CCC)C))))CC)C)CCC6=O
Cl.Cl.O=CCCCNCCNcccccc6CCC%10C%14)))))))))))))))))ccccF)cc6,CNCCNcccccc6CCC%10C%14
COcccc-cnocCCCCCN6C=O)COcccccc6)))))))))))))))n5)))))cc6,COccccC)cc6
CCCcccC=NCC=O)NO)))CO5)))))ccOC))c6OC,CCCcccC=NCCC)=O))CO5)))))ccOC))c6OC
O=cccCScnnc-ccccnc6))))))n5-cccccc6F))))))))))))))ncsccn95,CcnncSCccc=O)nccsc5n9)))))))))))n5C
O=CNcccccc6)CCC5)))))))))cccccccc6o9,CNcccccc6)CCC5
CCC)C)OC=O)NCCccF)cccc6F))))))))C=O)NCcnccccnc6n9Ccccccc6))))))CC3,CCcccccc6))))))CC3
CCC)CNC=O)ccccccccc6n%10))))))))))))C=O)NCCC=O)O)))C=O)COccF)cccc6F,CC=O)ccccccccc6n%10
C=CCCNCC)CO)Cncncn5))))))ccccF)cc6F)))))))))CC6,CCCO)ccccF)cc6F)))))))CC)C
O=COCC[N+][O-])CCC6CC6)))))))))NCCO)cccccc6C%10cccccc6,CNCCO)cccccc6C%10cccccc6
O=CCBr))NCCCCccccC=O)O))cc6,CNCCCCccccCC)=O))cc6
COcccccc6CNCCCCNC6cccccc6))))))))))))))))CC)CF)F)F))OCC6,CCcccccc6OC))))CCOC6C)CF)F)F
CCCCC3)))ncnccNCcccccCF)F)F))c6))))))))ncNCCNC)C)))))nc69,CCcccccCF)F)F))c6
Ccncccccn6c=O)c%10CCNCCCNcnccccnc6n9Ccccco5))))))))))))))))CC6,Ccnccccnc6n9C
CCCO)C=O)NCCCCCCCCC=O)NCcccccc6))))))cccccc6)))))))))N5C%10=O,CNCCCCCCCCCC)=O))N5C%10=O
CCCCCC=O)CCl)))nccCC)NC=O)cccccc6))))))))CC)C)))nn5,CC=O)cccccc6
Occcccc6CNCCNCcccccc6))))))cccccc6)))))))CC6,CCcccccc6))))))cccccc6
O=CO)CCCccccOCCCNcccccn6)))))))))))cc6Ccccccc6%15,CC=O)CCCccccC)cc6Ccccccc6%15
C=CC=O)NcccccOcncNccccNCCNC)CC6))))))cc6OC)))))))))ncc6Cl))))))))c6F,CNcccccC)c6F
COccc-ncnccc-ccccCl)cc6))))))sc5c9=O))))))))))ccc6NCCCO)C5,COcccC)ccc6C
CCN)CO))CCccccOCcccccc6))))))))cc6,CCcccccc6
Cccnc-cccOCCCOC5))))))ccC=O)NCC)ccncCF)F)F))nc6)))))))))c6))))))s5,CNCC)ccncCF)F)F))nc6
COccccC=NCCCScnnc-cccccc6)OCO5))))))))o5)))))))S5)))))cc6,COccccC=NCCCScnncC)o5)))))))S5)))))cc6
Cl.O=Ccccccc6))))))Ccccccc6))))))NCCCC5,CCC=O)cccccc6)))))))cccccc6
CCCCCCC=O)OCCCOP=O)O)OCC[N+]C)C)C))))))))OC=O)CCCCCC,CCCC)COP=O)O)OCC[N+]C)C)C
COC=O)CCcccccc6)))))))NC=O)OCC)C)C,CNCCcccccc6)))))))CC)=O
COccccC=CSCccccCl)cc6))))))=NC5=O)))))))cc6,CCSCccccCl)cc6))))))=NC5=O
CNC)cncNCccccNC=O)ccccF)cc6))))))))cc6))))))))ccccC=O))cc6n%10,CcncNC)C))ncccC=O))ccc%106
C=CC=O)NC)cccO)ccCO)cccccc6)))))))c6,CNC)cccO)ccCO)cccccc6)))))))c6
CcccccC)c6COCCO)CNCC)C)))))))ccC)cccc6C,CCCO)CC
CccccC=O)NCCC3)))))cc6-ccccC=O)NCCCC3))))))cc6,CC=O)ccccC)cC)c6
COCCCCCC=O)NCCCccccCl)cc6)))))))))))CCCC5))))))C=O)O,COCCCCCCC)=O))CCCC5))))))CC)=O
CccccS=O)=O)NCCCCCO))Ncccc-cccccc6F)))))))cc6C%10%13))))))))))))))cc6,Ccccccc6F
CCC)N=CN)N=CN)N6ccccCCCCccccS=O)=O)F))cc6Cl)))))))))))cCl)c6,CccccCCCCccccS=O)=O)F))cc6Cl)))))))))))cCl)c6
CCC)C=O)NCcccccc6)))))))cncncOCCCNCccscn5))))))CC6)))))))c69,Ccncncc6CC)C)C=O)N5C
CCC)CCC=O))NC=O)CCCC)C)))NC=O)CCCC)C)))NC=O)OCcccccc6,COCcccccc6
CncSCC=O)ccccF)cc6)))))))))nnc5-cccncc6,CcnncSCC=O)ccccF)cc6)))))))))n5C
O=CC=Cncnc-cccCF)F)F))ccCF)F)F))c6))))))n5)))))))NNccnccn6,CCncncC)n5
N#CNCCCC=O)Ncnccs5)CNC=O)CN=[N+]=[N-])))))CC6))))))))))C5,CNcnccs5)CNC)CC6
COcccccc6NCCNCCCCCC=O)NCccccOSC)=O)=O)))cc6))))))))))))))CC6,CNCccccOSC)=O)=O)))cc6
CccccCl)cc6NCCNS=O)=O)cccccc6)OCCO6))))))))))CC6,CS=O)=O)cccccc6)OCCO6
Ccnnc-cscNC=O)CCC)C))nc=O)[nH]cccccc6c%10=O))))))))))))))nc5C))))))o5,Cnc=O)[nH]cccccc6c%10=O
CC=O)NCCNCCCCCNC=O)ccccC)cccF)c6[nH]9)))))))))))C6))))))CC6,CC=O)ccccC)cccF)c6[nH]9
O=CCScncccccc6[nH]9)))))))))))NCcccccc6,CC=O)CScncccccc6[nH]9
C=CC=O)NccccncncNccccF)cBr)c6)))))))c6n%10,CNccccncncC)c6n%10
COcccccc6NCCNCCNC=O)CCNC=O)CCCCCCCC6)C8)))C6))))))))C5=O))))))))CC6,CC=O)CCCCCCCC6)C8)))C6
O=CNO)CCCCCCC4)))))C=O)NCCF)CC5C=O)Nccccnn6,CCCCCCCC4)))))CC)=O
CNC)CccccS=O)=O)ncccC=CC=O)NO)))))c5))))))cc6,CNC)CccccSC)=O)=O))cc6
C=CC=O)NCCCCCNC=O)NccccF)cc6)))))))))C=O)NCCNcccccC)n6))))))CC6,CNccccF)cc6
Ncnccc-cccc[nH]5)CCCF)))CNC6=O)))))))))n6,Ccccc[nH]5)CCCF)))CNC6=O
O=cncccccc6cn%10CCCNCCNcccccc6))))))CC6)))))))N5,Ccccccc6
COcccccCNC=O)c[nH]nc-cccccc6))))))c58))))))))c6,COcccccCNC=O)c[nH]ncC)c58))))))))c6
O=CCnnncccccc6c%10=O))))))))))))Ncccccc6,Cnnncccccc6c%10=O
CCC)CCNC=O)CN)Ccccccc6))))))))))C=O)O,CNCCCC)C)))CC)=O
ccccCNcncNCCcccccc69)))))))))ncccccc%106))))))))))))cc6,CCcccccc6
C=CC=O)NCCCCNcncncNCC)))c6C=O)ccccOcccccc6)))))))cc6))))))))))))))C6,CCNcncncC)c6C=O)ccccC)cc6
CCnc-cnccccC=O)NCCCCN)C6)))))))cc6n9C))))))))))ccccccc69.Cl,CCncC)ccccccc69
CcccO)ccC)c6CCN)C=O)NCCcccccc6CNCcncccccc6[nH]9))))))))))C%11=O,CCcncccccc6[nH]9
Occcccc6OCCNCCCl)))CCCl))))CCCO)CC%11)NCCCC3))))CCC%13%106,CCCCCO)CCccccO)cc6C%10CCN%12C))))C%14O5
O=Ccccccc6N=CNcccccc6))))))CCC%135O,Ccccccc6
NC=O)cnc-ccccF)cc6))))))cCCNCCC=CcccccF)c6)))))))CC6))))))))s5,CCCcscCN)=O))nc5C
COCCCCCN5CC=CC=O)NccccncncNcccccBr)c6)))))))c6c%10,CcccccBr)c6
CCNccc-ccnnC)c5)))))ccNccnccn6)))))))n6)))))))ccccF)cc6.Cl,CCC)ccccF)cc6
O=COCCF)F)F))CF)F)F))))NCCcccn-ccccF)cF)c6))))))n5)))))C4,CCCF)F)F))CF)F)F
C=CC=O)Ncccccc6C=O)Ncn[nH]ccc-cccccc6)CCO5))))))))ccc96,CNcn[nH]cccC)ccc96
CNC)C=O)CCCCccccOcnnnn5-cccccc6OCF)F)F)))))))))))))))cc6))))))N5,CC=O)CCCCccccC)cc6))))))N5
Ccncsc5-ccccCNC=O)CCCO)CN5C=O)CN)CC)C)C))))))))))))cc6,CNCccccC)cc6
CCCNC=O)ccccF)cF)c6)))))))CCCCCC6NC)C,CC=O)ccccF)cF)c6
O=CO)ccccCCCCSCC=O)N5CCCO)CCCCC6))))))))))))))))cc6,CCCCO)CCCCC6
O=CNCCcc[nH]cccccc96))))))))))C=O)O))))cccF)ccc6F,CNCCcc[nH]cccccc96))))))))))CC)=O
CCC)CCC=O)NCC#N)))))ccccc-cccc-ccscNCCNCC6))))))n5)))))cc6))))))c6,CC=O)CCCC)C)))cccccC)c6
O=Ccccoc5)))))Ncccccc6F)))))))CCCNCCcccccc6))))))))CC6,CCCcccccc6
COccccCOcccOC))ccOC))c6C9O)CO)CC=O)NC)OC))))C%12cccccc6))))))))))))))))))cc6,COccccCOcccOC))ccOC))c6C9O)CO)CCC)=O))C%12cccccc6))))))))))))))))))cc6
O=cncNcccccCl)c6)))))))occcCl)oc=O)c%106,Ccnc=O)cc=O)ocCl)cc6o%10
CCC)OccccCl)cc6)))))))C=O)NCcccccc6)OCO5,CNCcccccc6)OCO5
ccsc-ccccCNCCNCcccc-cnccs5)))))cc6))))))))))))cc6))))))n5,CCCNCccccC)cc6
CNCC=O)NccccCN)=O))cc6)))))))))CC=O)Ncccccc6Cl,CNccccCN)=O))cc6
CNCC)C=O)NCC=O)NCCCC5CNC=O)cccccccccc%106)))))))))))))))))))CC)C)C,CC=O)cccccccccc%106
CCC=O)cccccc6)OCO5)))))))))NC)CCCCCC6.Cl,CCC)C=O)cccccc6)OCO5
CccccNccc-cccccN)c6))))))ncn6)))))))cc6NS=O)=O)ccnC)cn5,CNcccC)ccc6C
COCCNcnccccC#CCO)CCCCC6))))))))cc6n9-cccncN)n6,CcnccccC#CCO)CCCCC6))))))))cc6n9C
COcccccc6OCCOC))CCCCC6CNC=O)C=CccccCl)cc6)))))))))))))CC%11)NC)CCC%13%106,CNCCCCCCC6OC))COccOC))cccc6C9%13CCNC)C%17C8
CCO)CCcnc-ccccCcccccc6)))))))cc6))))))ccN)nccn96)))))))))C4,CccccCcccccc6)))))))cc6
COccOCC=CC)CCC=CC)C)))))))))cccccc=O)oc%106,COccC)cccccc=O)oc%106
CccccC=O)OccccCCNC)C)))CO)CCCCC6)))))))cc6))))))))cc6.Cl,CccccCCNC)C)))CO)CCCCC6)))))))cc6
CcnccN)nccccnc6c%10n%13CCC)C,CCCC)C
COC=O)ccNC=O)ccccs5)))))))scc5CCCC6,CNcsccc5CC)=O)))CCCC6
CNcncNCcccccc6))))))))cccccc6n%10.Cl,CNcncC)cccccc6n%10
Ccncsc5-ccccCNC=O)CCCO)CN5C=O)CNC=O)OCC)C)C)))))CC)C)C))))))))))))cc6,CNCccccC)cc6
CCCCCCC6))NC=O)NCC=O)NCccccs5)))))))))C5=O,CCCCCCC6))NC=O)NC)C5=O
O=CNcccccc6O))))))))CCCNC=O)CCl)))CC6,CNcccccc6O
CCOC=O)ccNC=O)CScncccccc6[nH]9)))))))))))))scc5CCC5,CC=O)CScncccccc6[nH]9
O=CNcccncCF)F)F))c6)))))))ccnccnncCCCC4CC6C6C64I)))))))))n95,CC=O)ccnccnncCCCC4CC6C6C64I)))))))))n95
CC=O)NccF)ccC=O)NCCCCO)CC6))))))))cc6OCC)cccccc6,CNccC)ccCC)=O))cc6F
O=CCCNCCNcccccc6O)))))))CC6))))))C=O)N5Ccccccc6,Ccccccc6O
CCCNCCCCCC3))C6)))))))NC=O)cccc-cnocCF)F)F))n5)))))cc6,CcnocCF)F)F))n5
COccccS=O)=O)Ncccccc6)OCO5))))))))))cc6OC,Ccccccc6)OCO5
O=Ccccccc6CN9CCCNCCO)COcccccCF)F)F))c6))))))))))CC6,CNCcccccc6C9=O
CC#Cccncc-cccCl)cCC)CC=O)NC)CN)=N6))))))s5)))))c6,CC#CccnccC)c6
O=cccNCCOCC6))))))occ-ccccO)cc6))))))cccc%106,CccccO)cc6
CCC)CCNC=O)OCC)C)C)))))C=O)NCCcccccc6)))))))C=O)OCcccccc6,CNCCCC)C)))CC)=O
CcncCccnnC)c5)))))NCcncc-ccccF)cc6))))))[nH]5)))))Ccc6[nH]cccccc96)))))))))))))no5,CccncCCcc[nH]cccccc96)))))))CccnnC)c5)))))cnocC)n5)))))N6))))))[nH]5
CcccC)ccC=O)NNC=O)cccccc6C))OCCO6)))))))))))CC)C)C))))c6,CNC
Ccccccc6C=O)NCCcc[nH]cccccc96))))))))))C=O)O,CNCCcc[nH]cccccc96))))))))))CC)=O
CcccNcncnccncNCCNCC6))))))nc%106)))))))))))ccc6Occcccc6)ncn5C,CcnccncncC)c6n%10
COcccC)ccccO)cC=O)OCCO)C=CC5O))))))))c6c%10,COcccC)ccccO)cCC)=O))c6c%10
COccccNCCCNCCCO)cccccc6)OCO5))))))))CC6)))))))OC5=O))))))cc6,CNCCCO)cccccc6)OCO5))))))))CC6
CCCNcccccc[N+]=O)[O-]))ccc6n%10))))))))))CCN6,Ccccccc[N+]=O)[O-]))ccc6n%10
CcccC#N))ccC)c6OcncNccccC#N))cc6)))))))nc[nH]ccc95,CcncC)ccc[nH]c5n9
CCS=O)=O)NccccC=NNC=O)ccccs5))))))Ccccccc6C)))))))C5)))))cc6,CccccC=NNC)Ccccccc6C)))))))C5)))))cc6
CccccncSCC)C=O)NCcccco5))))))))))[nH]c5c9,CC=O)CC)ScnccccC)cc6[nH]9
CcnccNC=O)cccccCF)F)F))c6))))))))cc6-ccncOCCO))))cNCCOCC6))))))c6,CC=O)cccccCF)F)F))c6
CccccS=O)=O)N=CccO)cccccccc%106)))))))))))))cc6,CN=CccO)cccccccc%106
CcccS=O)=O)Cl))cC)n5-ccccF)cc6,CccccF)cc6
COCCNCCCCCC6))))))))COccccc[nH]ccc95,CCCCCCC6
CCC=O)OCC=O)COCC)=O)))))CCCCCCC=CC=O)CCC6C)C%10CO)CC%14%17C,COCC=O)COC))CCCCCCC=CC=O)CCC6C)C%10CO)CC%14%17C
O=CC=CNCCCC5CN5cccccn6)))))))))))))))cccccc6O,CC=CC=O)cccccc6O
CCOCCCOCC))))NCcncc-cccccc6))))))[nH]5)))))Ccc6[nH]cccccc96,CCOCCCOCC))))NCcnccC)[nH]5)))))Ccc6[nH]cccccc96
CCC=O)NcnncCccccOC))cOC))c6)))))))s5,CNcnncCccccOC))cOC))c6)))))))s5
OCCNC=Ncccccc6Ccccccc6))))))=NC%11ccccs5))))))))))))))))C4,CC=Ncccccc6Ccccccc6))))))=NC%11ccccs5
O=CCCC=O)Ncccccc6Cl)))))))))N=CNcncccccc6s9))))))))))N6,CC=O)CCC=O)NCNcncccccc6s9))))))))))=N6
CccccCnnncc=O)nCC=O)NCCCCC6))))))))cnc69))))))))))cc6,CCccccC)cc6
C=CC=O)OCccC)cOC=O)ccccOC))cc6))))))))ccC)c6CCC%13%10,C=CC=O)OCccC)cOC))ccC)c6CCC%13%10
C=CC=O)NCCCCCNC=O)Ccccccc6)))))))))C=O)NCCNcccccC)c6))))))CC6,CC=O)Ccccccc6
CcccC)ccNC=O)CCCCCCC=O)NO)))))))))))c6,CNcccC)ccC)c6
O=CC=O)NCCNC=O)cccccc6)))))))CC6)))))))cc[nH]ccBr)cccOCF)F)F)))c96,CC=O)C=O)cc[nH]ccBr)cccC)c96
N#CCCCCN5C=O)CCCCCOcnccC=O)O))cc6Cl)))))))))N5,CCCCCCCC)=O))N5
CCCCCC=O)CCCC=CC=O)C5CC=CCCCC=O)O,CCCCCC=O)CCCC=CC=O)C5CCC
CNC)CCCNcccCC)C)C))ncc-ccccCl)cc6))))))cnn95,CccnncC)ccCC)C)C))nc96
CccF)cccc6NcnccccNC)C=O)C=CCNC)C)))))))cc6ncncc%135,CcccccF)c6C
COccccCCC=O)Ncncccccccc%106))))))))))CCCCNC6))))))))))cc6,Ccncccccccc%106
N#Ccccc-cccC=O)NCCCCNC6))))))))cNCN)=O)))s5)))))cc6,CC=O)cccC)sc5NCN)=O
CCOC=O)CCcccccc6OCCO)CNCC)C,CCCO)CC
Cccccnc-ccccNC=O)CNCCNC=O)cccco5))))))CC6)))))))))cc6))))))sc5c9,CccccncC)sc5c9
COccccncocC=O)NCCNcccccc6F)))))))CC6)))))))cc5cc9c%13,COccccncocCC)=O))cc5cc9c%13
CcncNCCNC=O)COcccccc6C))))))))))CC6))))))cccsc5n9)))CCCC6,CcncC)cccsc5n9)))CCCC6
CCC)Cnc=O)nC)c=O)cc-ccncn5C))))))nCcccccccccc%106)))))))))))nc59,CCcccccccccc%106
O=CCCl))NcccccC=O)NCCSCC6)))))))c6,CNcccccCC)=O))c6
CcccccC=NNcccNCCOCC6))))))nnc-cccncc6))))))cc5n9))))))))))))c6,CN=CcccccC)c6
[H]C[H])[H])nccC=O)OCCCCNCCNSC)=O)=O)))))CC6)))))))))cccccc69,CC=O)ccnC)cccccc96
COcccF)c-cncnccCl)cNCCCCNCC6))))))))c6[nH]9)))))))))cc6OC,CcncnccCl)cC)c6[nH]9
CCCNcncc-cccccCl)c6Cl)))))))cN)n6))))))CCC)N6,CcccccCl)c6Cl
COC=O)CCCOCC)=O)))C=O)CC6C)CCCC=O)OCcccoc5)))))CC6%10C,COCCCCC)=O))CC)CCCC=O)OCcccoc5)))))CC6C)C%10C%14=O
CCC=O)ncccccccc69))))C=CCC=O)NCC))CC))))CNC)C6C%10,CC=O)CC=Ccccccc6ccn5C)))CC%10NC)C%14
Ccc-cccccS=O)=O)NC)C)))c6))))))cccCl)ccc6n9CCF)=CCN,CccC)nC)ccccCl)cc96
CCCCCC)O)CC=CCCO)CC=O)C5CCCCCCC=O)OC,CCCCO)CC=O)C5CCCCCCCC)=O
C=CCCCCCC6)C=O)CO)CCC)C)CCC=O)C6%10CO6))))))))))C7OCC)=O,C=CCCCCCC6)C=O)CO)CCC)C)CCC=O)C6%10CO6))))))))))C7OC
COccccNCCNcnccc=O)nC)c=O)n6C)))))n5Ccccccc6))))))))))))CC6))))))cc6,Ccnccc=O)nC)c=O)n6C)))))n5C
CS=O)=O)ccccCCCCCCC5))))))C=O)Ncnccs5))))))))cc6,CC=O)CCCCCCC5))))))ccccSC)=O)=O))cc6
O=CNO))ccccCNcccccc6NC=O)C%10Cccccs5)))))))))))))))))cc6,CNcccccc6NC=O)C%10Cccccs5
CCC)C)OC=O)NCCCC5C=O)NCCCcncN)sc5C9,CNCCCcncN)sc5C9
CnncCSC)=O)=O)))nc5NCCCOcccccCNCCCCC6)))))))c6,CCCCOcccccCC))c6
CCS=O)=O)NccccC=NNC=O)cccco5))))))Ccccccc6))))))C5)))))cc6,CNccccC=NNC)Ccccccc6))))))C5)))))cc6
Ccnccc-cc-ccccF)cc6))))))ncn5CCCNCCOCC6))))))))))))))n6,CccccF)cc6
O=CNcccccc6Br))))))))ccc=O)cccccc6o%10,CC=O)ccc=O)cccccc6o%10
Cnnccc5-cccCl)ccc6OccccS=O)=O)NcnccCl)cn6))))))))cc6C#N,CccccSC)=O)=O))cc6C#N
COccccccnS=O)=O)ccccN)cc6)))))))c5c9,COccccccnC)c5c9
COcccccc6-nccCOC=O)CCCncC=O)cccccc6)))))))ccc58)))))))))))nn5,CC=O)CCCncC=O)cccccc6)))))))ccc58
O=CNC=NS=O)=O)cccccccccc%106))))))))))))SC5=CccccBr)cc6,CS=O)=O)cccccccccc%106
COCCNC=O)cccccOcccCN))ccn6)))))))c6.Cl,CC=O)cccccC)c6
O=CCCNcnc-cccccn6))))))ncscc-cccccc6))))))c95)))))))))CC6,CcncC)ccC)csc5n9
CCCCCCCCCCO)C5CCCCCCC=O)O,CO
O=CCScncccccc6[nH]9)))))))))))NCCcccccc6,CNCCcccccc6
CNCC)C=O)NCC=O)NCCCC5C=O)NCCCCcccccc6%10))))))))))))))))))CCCCCC6.Cl,CNCCCCcccccc6%10
COccccCC=O)NcnncC)s5))))))))cc6,COccccCCC)=O)))cc6
CCCCnccnc-cccccc6))))))nc-5nC)c9=O))))))))N5.Cl,CCCCnccncC)nc-5nC)c9=O))))))))N5
O=CNO))CCcccccc6)))))))C=O)NCcccccc6,CC=O)CCcccccc6)))))))CC)=O
CCCOCC)CO)CC=CC=CC=Ccoc=O)ccOC))c6C)))))))))))))OC7C)C6OCC)=O,CCC=CCOCC)CCC))OCC)C7O))C5OC
COC=O)C=CC)NCC)=CC=O)OC)))C6ccccnc6,COC
O=CCCCCNS=O)=O)cccccc6[N+]=O)[O-])))))))))C6))))))NCCcccccc6C%10,CS=O)=O)cccccc6[N+]=O)[O-]
CNcncncsccc95)CCCC6))))))))))))CCC3,Ccncncsccc95)CCCC6
O=S=O)Ncccccc6CCCC6)))))))))))cccccc6Cl,Ccccccc6CCCC6
O=CCCCcccF)cF)cc6F))))))))NS=O)=O)O)))))NCCncnnc5CF)F)F)))))C6,CNCCCC)=O)))CcccF)cF)cc6F
CCNCC))cccc-nncccC)cN)cc6n9)))))))))cc6,CcccnnC)nc5cc9N
NNC=O)C=Cccn-cccccc6))))))nc5-cccccc6))))))))))))NC=O)ccccCl)cc6Cl,CC=O)ccccCl)cc6Cl
FccccCCOccnccnnc-ccccOCF)F)))cc6))))))n95))))))))))CN4CCC3)))))))cc6F,CccnccnncC)n95
